trial_id,value,state,p_lookback_days,p_buffer_pct,p_entry_hhmm_min,a_fold1_test_calmar,a_fold1_test_return,a_fold1_test_trades,a_fold1_test_mdd,a_fold1_test_win_rate,a_fold1_overfit,a_fold1_monthly_trades,a_fold1_gates_passed,a_fold1_all_pass,a_fold2_test_calmar,a_fold2_test_return,a_fold2_test_trades,a_fold2_test_win_rate,a_fold2_monthly_trades,a_fold2_all_pass,a_fold3_test_return,a_fold3_test_mdd,a_fold3_overfit,a_fold3_gates_passed,a_avg_calmar,a_avg_monthly_trades,a_agg_win_rate,a_agg_gates_passed,a_fold2_test_mdd,a_fold2_overfit,a_fold2_gates_passed,a_fold3_test_calmar,a_fold3_test_trades,a_fold3_test_win_rate,a_fold3_monthly_trades,a_fold3_all_pass,a_avg_overfit,a_agg_trades,a_worst_mdd,a_valid
10,83.89800008818052,TrialState.COMPLETE,90,0.2,1470,160.25600340488808,0.20608042133579407,67,-0.012009433713104834,0.5970149253731343,,33.5,5,True,-4.397472021492107,-0.10986946461582703,22,0.2727272727272727,11.0,False,0.2981677570489871,-0.04357342353905885,104.56256554420949,5,83.89800008818052,28.666666666666668,0.5406976744186046,5,-0.11619894870393217,-1.2332373977304445,2,95.83546888114562,83,0.5662650602409639,41.5,True,51.66466407323952,172,-0.11619894870393217,True
11,89.69289041562165,TrialState.COMPLETE,120,0.5,1460,174.7130853295815,0.21979928032811635,62,-0.012135925454976043,0.6451612903225806,,31.0,5,True,-4.738344532766506,-0.08199399581308975,17,0.29411764705882354,8.5,False,0.3042336551003235,-0.04369297110485729,44.25556518719128,5,89.69289041562165,26.5,0.5723270440251572,5,-0.08630316300426469,-1.1012692302294644,2,99.10393045004993,80,0.575,40.0,True,21.57714797848091,159,-0.08630316300426469,True
12,89.69289041562165,TrialState.COMPLETE,90,0.5,1490,174.7130853295815,0.21979928032811635,62,-0.012135925454976043,0.6451612903225806,,31.0,5,True,-4.738344532766506,-0.08199399581308975,17,0.29411764705882354,8.5,False,0.3042336551003235,-0.04369297110485729,46.27149143694376,5,89.69289041562165,26.5,0.5723270440251572,5,-0.08630316300426469,-1.4100839805634122,2,99.10393045004993,80,0.575,40.0,True,22.430703728190174,159,-0.08630316300426469,True
13,39.59150699623608,TrialState.COMPLETE,240,0.2,1440,57.494106469811406,0.13979426325556443,68,-0.019406025405972666,0.5147058823529411,,34.0,5,True,-4.457199154674533,-0.1054378664304102,23,0.2608695652173913,11.5,False,0.27594816174919123,-0.05540905674665418,271.37797219446264,5,39.59150699623608,29.666666666666668,0.4887640449438202,5,-0.1112412873516801,-2.0411394872673934,2,65.73761367357136,87,0.5287356321839081,43.5,True,134.66841635359762,178,-0.1112412873516801,True
14,100.09285954741404,TrialState.COMPLETE,210,0.7000000000000001,1470,201.63615430513718,0.24468781069833412,56,-0.012413324730454948,0.625,,28.0,5,True,-4.738903681527456,-0.08193219566398335,16,0.3125,8.0,False,0.30147023103490045,-0.04120080536137154,34.850352493794674,5,100.09285954741404,24.833333333333332,0.5704697986577181,5,-0.0862413628551583,-1.1151724997590158,2,103.3813280186324,77,0.5844155844155844,38.5,True,16.86758999701783,149,-0.0862413628551583,True
15,48.878370750677554,TrialState.COMPLETE,60,0.0,1450,28.470170489932716,0.13586324030922592,77,-0.037733523416984015,0.5064935064935064,39.808740726110734,38.5,5,True,-4.267949308167128,-0.12701702324972142,26,0.3076923076923077,13.0,False,0.3290507007069845,-0.040856814282211634,,5,48.878370750677554,31.833333333333332,0.49214659685863876,5,-0.13263707483658896,-0.6104007472814498,2,122.43289107026706,88,0.5340909090909091,44.0,True,19.59916998941464,191,-0.13263707483658896,True
16,89.69289041562165,TrialState.COMPLETE,120,0.5,1470,174.7130853295815,0.21979928032811635,62,-0.012135925454976043,0.6451612903225806,,31.0,5,True,-4.738344532766506,-0.08199399581308975,17,0.29411764705882354,8.5,False,0.3042336551003235,-0.04369297110485729,44.25556518719128,5,89.69289041562165,26.5,0.5723270440251572,5,-0.08630316300426469,-1.1012692302294644,2,99.10393045004993,80,0.575,40.0,True,21.57714797848091,159,-0.08630316300426469,True
17,55.49449060052016,TrialState.COMPLETE,60,0.2,1500,65.67246968233145,0.1668362305736264,71,-0.02161979382252041,0.5633802816901409,530.7208634227316,35.5,5,True,-4.368331370758053,-0.11315197405990152,24,0.2916666666666667,12.0,False,0.3132714013017317,-0.043422545684379865,158.39286859861176,5,55.49449060052016,29.833333333333332,0.5307262569832403,5,-0.11948748387853414,-0.6673889514578702,2,105.17933348998707,84,0.5714285714285714,42.0,True,229.48211435662847,179,-0.11948748387853414,True
18,84.85809958756276,TrialState.COMPLETE,90,0.30000000000000004,1500,163.6960215608302,0.20903795715690765,66,-0.012009433713104834,0.6060606060606061,,33.0,5,True,-4.268890058402523,-0.06781006904516484,20,0.3,10.0,False,0.2974254648202985,-0.04369297110485729,39.48992432383859,5,84.85809958756276,28.0,0.5535714285714286,5,-0.08211107449459076,-1.4184544850388794,2,95.14716726026063,82,0.573170731707317,41.0,True,19.035734919399857,168,-0.08211107449459076,True
19,97.26530372406364,TrialState.COMPLETE,90,0.7000000000000001,1500,178.1601908343476,0.22595417333397427,58,-0.012413324730454948,0.6379310344827587,,29.0,5,True,-4.738903681527456,-0.08193219566398335,16,0.3125,8.0,False,0.32461518051382665,-0.04120080536137154,47.710399220670304,5,97.26530372406364,25.333333333333332,0.5789473684210527,5,-0.0862413628551583,-1.0247974443567678,2,118.37462401937077,78,0.5897435897435898,39.0,True,23.342800888156766,152,-0.0862413628551583,True
20,97.26530372406364,TrialState.COMPLETE,120,0.7000000000000001,1500,178.1601908343476,0.22595417333397427,58,-0.012413324730454948,0.6379310344827587,,29.0,5,True,-4.738903681527456,-0.08193219566398335,16,0.3125,8.0,False,0.32461518051382665,-0.04120080536137154,46.13448554775273,5,97.26530372406364,25.333333333333332,0.5789473684210527,5,-0.0862413628551583,-0.8706174421524332,2,118.37462401937077,78,0.5897435897435898,39.0,True,22.631934052800148,152,-0.0862413628551583,True
21,75.53507627403876,TrialState.COMPLETE,60,0.8,1500,103.39935326881809,0.19267404389812492,60,-0.016859123805523357,0.6,,30.0,5,True,-4.70282775033678,-0.08588221562456144,17,0.29411764705882354,8.5,False,0.3385707673132641,-0.04126596612245537,64.71464010106995,5,75.53507627403876,26.0,0.5641025641025641,5,-0.09019138281573638,-0.7610413401030336,2,127.90870330363495,79,0.5949367088607594,39.5,True,31.976799380483456,156,-0.09019138281573638,True
22,75.06478934791237,TrialState.COMPLETE,60,0.7000000000000001,1500,101.98849249043893,0.19086190466592856,61,-0.016859123805523357,0.6065573770491803,648.7405878439534,30.5,5,True,-4.70282775033678,-0.08588221562456144,17,0.29411764705882354,8.5,False,0.3385707673132641,-0.04126596612245537,48.119169971284684,5,75.06478934791237,26.166666666666668,0.5668789808917197,5,-0.09019138281573638,-0.5720485851933023,2,127.90870330363495,79,0.5949367088607594,39.5,True,232.0959030766816,157,-0.09019138281573638,True
23,92.26753839048418,TrialState.COMPLETE,150,0.7000000000000001,1500,178.1601908343476,0.22595417333397427,58,-0.012413324730454948,0.6379310344827587,,29.0,5,True,-4.738903681527456,-0.08193219566398335,16,0.3125,8.0,False,0.30147023103490045,-0.04120080536137154,42.48938446536274,5,92.26753839048418,25.166666666666668,0.5761589403973509,5,-0.0862413628551583,-0.8813197888098779,2,103.3813280186324,77,0.5844155844155844,38.5,True,20.804032338276432,151,-0.0862413628551583,True
24,92.26753839048418,TrialState.COMPLETE,150,0.7000000000000001,1500,178.1601908343476,0.22595417333397427,58,-0.012413324730454948,0.6379310344827587,,29.0,5,True,-4.738903681527456,-0.08193219566398335,16,0.3125,8.0,False,0.30147023103490045,-0.04120080536137154,42.48938446536274,5,92.26753839048418,25.166666666666668,0.5761589403973509,5,-0.0862413628551583,-0.8813197888098779,2,103.3813280186324,77,0.5844155844155844,38.5,True,20.804032338276432,151,-0.0862413628551583,True
25,92.26753839048418,TrialState.COMPLETE,150,0.7000000000000001,1490,178.1601908343476,0.22595417333397427,58,-0.012413324730454948,0.6379310344827587,,29.0,5,True,-4.738903681527456,-0.08193219566398335,16,0.3125,8.0,False,0.30147023103490045,-0.04120080536137154,42.48938446536274,5,92.26753839048418,25.166666666666668,0.5761589403973509,5,-0.0862413628551583,-0.8813197888098779,2,103.3813280186324,77,0.5844155844155844,38.5,True,20.804032338276432,151,-0.0862413628551583,True
26,88.93079125095143,TrialState.COMPLETE,180,0.7000000000000001,1490,168.14994941574938,0.21753657571795282,57,-0.012413324730454948,0.631578947368421,,28.5,5,True,-4.738903681527456,-0.08193219566398335,16,0.3125,8.0,False,0.30147023103490045,-0.04120080536137154,46.047750555742944,5,88.93079125095143,25.0,0.5733333333333334,5,-0.0862413628551583,-0.9015458553332961,2,103.3813280186324,77,0.5844155844155844,38.5,True,22.573102350204824,150,-0.0862413628551583,True
27,88.93079125095143,TrialState.COMPLETE,180,0.7000000000000001,1490,168.14994941574938,0.21753657571795282,57,-0.012413324730454948,0.631578947368421,,28.5,5,True,-4.738903681527456,-0.08193219566398335,16,0.3125,8.0,False,0.30147023103490045,-0.04120080536137154,46.047750555742944,5,88.93079125095143,25.0,0.5733333333333334,5,-0.0862413628551583,-0.9015458553332961,2,103.3813280186324,77,0.5844155844155844,38.5,True,22.573102350204824,150,-0.0862413628551583,True
28,92.26753839048418,TrialState.COMPLETE,150,0.7000000000000001,1490,178.1601908343476,0.22595417333397427,58,-0.012413324730454948,0.6379310344827587,,29.0,5,True,-4.738903681527456,-0.08193219566398335,16,0.3125,8.0,False,0.30147023103490045,-0.04120080536137154,42.48938446536274,5,92.26753839048418,25.166666666666668,0.5761589403973509,5,-0.0862413628551583,-0.8813197888098779,2,103.3813280186324,77,0.5844155844155844,38.5,True,20.804032338276432,151,-0.0862413628551583,True
29,92.26753839048418,TrialState.COMPLETE,150,0.7000000000000001,1490,178.1601908343476,0.22595417333397427,58,-0.012413324730454948,0.6379310344827587,,29.0,5,True,-4.738903681527456,-0.08193219566398335,16,0.3125,8.0,False,0.30147023103490045,-0.04120080536137154,42.48938446536274,5,92.26753839048418,25.166666666666668,0.5761589403973509,5,-0.0862413628551583,-0.8813197888098779,2,103.3813280186324,77,0.5844155844155844,38.5,True,20.804032338276432,151,-0.0862413628551583,True
30,92.26753839048418,TrialState.COMPLETE,150,0.7000000000000001,1490,178.1601908343476,0.22595417333397427,58,-0.012413324730454948,0.6379310344827587,,29.0,5,True,-4.738903681527456,-0.08193219566398335,16,0.3125,8.0,False,0.30147023103490045,-0.04120080536137154,42.48938446536274,5,92.26753839048418,25.166666666666668,0.5761589403973509,5,-0.0862413628551583,-0.8813197888098779,2,103.3813280186324,77,0.5844155844155844,38.5,True,20.804032338276432,151,-0.0862413628551583,True
31,83.41084474174174,TrialState.COMPLETE,180,0.6000000000000001,1490,161.02802836647072,0.211375831932628,59,-0.012413324730454948,0.6271186440677966,,29.5,5,True,-4.738903681527456,-0.08193219566398335,16,0.3125,8.0,False,0.28569893151776005,-0.04120080536137154,47.80358290461265,5,83.41084474174174,25.5,0.5686274509803921,5,-0.0862413628551583,-1.104049088586924,2,93.94340954028196,78,0.5769230769230769,39.0,True,23.34976690801286,153,-0.0862413628551583,True
32,91.97694790835772,TrialState.COMPLETE,90,0.6000000000000001,1480,170.195941630173,0.21927949721404305,60,-0.012413324730454948,0.6333333333333333,,30.0,5,True,-4.738903681527456,-0.08193219566398335,16,0.3125,8.0,False,0.31268866495066416,-0.04120080536137154,50.66235667874973,5,91.97694790835772,25.833333333333332,0.5741935483870968,5,-0.0862413628551583,-1.3135866720175726,2,110.47380577642764,79,0.5822784810126582,39.5,True,24.67438500336608,155,-0.0862413628551583,True
33,91.97694790835772,TrialState.COMPLETE,90,0.6000000000000001,1480,170.195941630173,0.21927949721404305,60,-0.012413324730454948,0.6333333333333333,,30.0,5,True,-4.738903681527456,-0.08193219566398335,16,0.3125,8.0,False,0.31268866495066416,-0.04120080536137154,50.66235667874973,5,91.97694790835772,25.833333333333332,0.5741935483870968,5,-0.0862413628551583,-1.3135866720175726,2,110.47380577642764,79,0.5822784810126582,39.5,True,24.67438500336608,155,-0.0862413628551583,True
34,91.97694790835772,TrialState.COMPLETE,90,0.6000000000000001,1480,170.195941630173,0.21927949721404305,60,-0.012413324730454948,0.6333333333333333,,30.0,5,True,-4.738903681527456,-0.08193219566398335,16,0.3125,8.0,False,0.31268866495066416,-0.04120080536137154,50.66235667874973,5,91.97694790835772,25.833333333333332,0.5741935483870968,5,-0.0862413628551583,-1.3135866720175726,2,110.47380577642764,79,0.5822784810126582,39.5,True,24.67438500336608,155,-0.0862413628551583,True
35,91.97694790835772,TrialState.COMPLETE,90,0.6000000000000001,1480,170.195941630173,0.21927949721404305,60,-0.012413324730454948,0.6333333333333333,,30.0,5,True,-4.738903681527456,-0.08193219566398335,16,0.3125,8.0,False,0.31268866495066416,-0.04120080536137154,50.66235667874973,5,91.97694790835772,25.833333333333332,0.5741935483870968,5,-0.0862413628551583,-1.3135866720175726,2,110.47380577642764,79,0.5822784810126582,39.5,True,24.67438500336608,155,-0.0862413628551583,True
36,92.50093758243032,TrialState.COMPLETE,210,0.6000000000000001,1480,188.2983068885365,0.23420961814634067,58,-0.012413324730454948,0.6206896551724138,,29.0,5,True,-4.738903681527456,-0.08193219566398335,16,0.3125,8.0,False,0.28569893151776005,-0.04120080536137154,36.20005380911804,5,92.50093758243032,25.333333333333332,0.5657894736842105,5,-0.0862413628551583,-1.4017386943180647,2,93.94340954028196,78,0.5769230769230769,39.0,True,17.399157557399988,152,-0.0862413628551583,True
37,92.50093758243032,TrialState.COMPLETE,210,0.6000000000000001,1480,188.2983068885365,0.23420961814634067,58,-0.012413324730454948,0.6206896551724138,,29.0,5,True,-4.738903681527456,-0.08193219566398335,16,0.3125,8.0,False,0.28569893151776005,-0.04120080536137154,36.20005380911804,5,92.50093758243032,25.333333333333332,0.5657894736842105,5,-0.0862413628551583,-1.4017386943180647,2,93.94340954028196,78,0.5769230769230769,39.0,True,17.399157557399988,152,-0.0862413628551583,True
38,91.97694790835772,TrialState.COMPLETE,90,0.6000000000000001,1480,170.195941630173,0.21927949721404305,60,-0.012413324730454948,0.6333333333333333,,30.0,5,True,-4.738903681527456,-0.08193219566398335,16,0.3125,8.0,False,0.31268866495066416,-0.04120080536137154,50.66235667874973,5,91.97694790835772,25.833333333333332,0.5741935483870968,5,-0.0862413628551583,-1.3135866720175726,2,110.47380577642764,79,0.5822784810126582,39.5,True,24.67438500336608,155,-0.0862413628551583,True
39,91.97694790835772,TrialState.COMPLETE,90,0.6000000000000001,1480,170.195941630173,0.21927949721404305,60,-0.012413324730454948,0.6333333333333333,,30.0,5,True,-4.738903681527456,-0.08193219566398335,16,0.3125,8.0,False,0.31268866495066416,-0.04120080536137154,50.66235667874973,5,91.97694790835772,25.833333333333332,0.5741935483870968,5,-0.0862413628551583,-1.3135866720175726,2,110.47380577642764,79,0.5822784810126582,39.5,True,24.67438500336608,155,-0.0862413628551583,True
40,97.60024484343603,TrialState.COMPLETE,120,0.8,1480,179.1650141924648,0.22678420202160576,57,-0.012413324730454948,0.631578947368421,,28.5,5,True,-4.738903681527456,-0.08193219566398335,16,0.3125,8.0,False,0.32461518051382665,-0.04120080536137154,61.12000809135238,5,97.60024484343603,25.166666666666668,0.5761589403973509,5,-0.0862413628551583,-1.0649528794442242,2,118.37462401937077,78,0.5897435897435898,39.0,True,30.027527605954077,151,-0.0862413628551583,True
41,97.60024484343603,TrialState.COMPLETE,120,0.8,1480,179.1650141924648,0.22678420202160576,57,-0.012413324730454948,0.631578947368421,,28.5,5,True,-4.738903681527456,-0.08193219566398335,16,0.3125,8.0,False,0.32461518051382665,-0.04120080536137154,61.12000809135238,5,97.60024484343603,25.166666666666668,0.5761589403973509,5,-0.0862413628551583,-1.0649528794442242,2,118.37462401937077,78,0.5897435897435898,39.0,True,30.027527605954077,151,-0.0862413628551583,True
42,76.60077952765472,TrialState.COMPLETE,120,0.9,1460,117.38281906145949,0.19670965560422204,53,-0.015307273140024037,0.5660377358490566,,26.5,5,True,-4.728170148214559,-0.0831151250537796,15,0.26666666666666666,7.5,False,0.3098423322800701,-0.03820994508270889,99.58220820911275,5,76.60077952765472,24.166666666666668,0.5448275862068965,5,-0.08742429224495456,-1.7899505566365346,2,117.14768966971927,77,0.5844155844155844,38.5,True,48.896128826238105,145,-0.08742429224495456,True
43,76.60077952765472,TrialState.COMPLETE,120,0.9,1460,117.38281906145949,0.19670965560422204,53,-0.015307273140024037,0.5660377358490566,,26.5,5,True,-4.728170148214559,-0.0831151250537796,15,0.26666666666666666,7.5,False,0.3098423322800701,-0.03820994508270889,99.58220820911275,5,76.60077952765472,24.166666666666668,0.5448275862068965,5,-0.08742429224495456,-1.7899505566365346,2,117.14768966971927,77,0.5844155844155844,38.5,True,48.896128826238105,145,-0.08742429224495456,True
44,76.60077952765472,TrialState.COMPLETE,120,0.9,1460,117.38281906145949,0.19670965560422204,53,-0.015307273140024037,0.5660377358490566,,26.5,5,True,-4.728170148214559,-0.0831151250537796,15,0.26666666666666666,7.5,False,0.3098423322800701,-0.03820994508270889,99.58220820911275,5,76.60077952765472,24.166666666666668,0.5448275862068965,5,-0.08742429224495456,-1.7899505566365346,2,117.14768966971927,77,0.5844155844155844,38.5,True,48.896128826238105,145,-0.08742429224495456,True
45,76.60077952765472,TrialState.COMPLETE,120,0.9,1460,117.38281906145949,0.19670965560422204,53,-0.015307273140024037,0.5660377358490566,,26.5,5,True,-4.728170148214559,-0.0831151250537796,15,0.26666666666666666,7.5,False,0.3098423322800701,-0.03820994508270889,99.58220820911275,5,76.60077952765472,24.166666666666668,0.5448275862068965,5,-0.08742429224495456,-1.7899505566365346,2,117.14768966971927,77,0.5844155844155844,38.5,True,48.896128826238105,145,-0.08742429224495456,True
46,76.60077952765472,TrialState.COMPLETE,120,0.9,1460,117.38281906145949,0.19670965560422204,53,-0.015307273140024037,0.5660377358490566,,26.5,5,True,-4.728170148214559,-0.0831151250537796,15,0.26666666666666666,7.5,False,0.3098423322800701,-0.03820994508270889,99.58220820911275,5,76.60077952765472,24.166666666666668,0.5448275862068965,5,-0.08742429224495456,-1.7899505566365346,2,117.14768966971927,77,0.5844155844155844,38.5,True,48.896128826238105,145,-0.08742429224495456,True
47,76.60077952765472,TrialState.COMPLETE,120,0.9,1460,117.38281906145949,0.19670965560422204,53,-0.015307273140024037,0.5660377358490566,,26.5,5,True,-4.728170148214559,-0.0831151250537796,15,0.26666666666666666,7.5,False,0.3098423322800701,-0.03820994508270889,99.58220820911275,5,76.60077952765472,24.166666666666668,0.5448275862068965,5,-0.08742429224495456,-1.7899505566365346,2,117.14768966971927,77,0.5844155844155844,38.5,True,48.896128826238105,145,-0.08742429224495456,True
48,76.60077952765472,TrialState.COMPLETE,120,0.9,1460,117.38281906145949,0.19670965560422204,53,-0.015307273140024037,0.5660377358490566,,26.5,5,True,-4.728170148214559,-0.0831151250537796,15,0.26666666666666666,7.5,False,0.3098423322800701,-0.03820994508270889,99.58220820911275,5,76.60077952765472,24.166666666666668,0.5448275862068965,5,-0.08742429224495456,-1.7899505566365346,2,117.14768966971927,77,0.5844155844155844,38.5,True,48.896128826238105,145,-0.08742429224495456,True
49,76.60077952765472,TrialState.COMPLETE,120,0.9,1460,117.38281906145949,0.19670965560422204,53,-0.015307273140024037,0.5660377358490566,,26.5,5,True,-4.728170148214559,-0.0831151250537796,15,0.26666666666666666,7.5,False,0.3098423322800701,-0.03820994508270889,99.58220820911275,5,76.60077952765472,24.166666666666668,0.5448275862068965,5,-0.08742429224495456,-1.7899505566365346,2,117.14768966971927,77,0.5844155844155844,38.5,True,48.896128826238105,145,-0.08742429224495456,True
50,97.60024484343603,TrialState.COMPLETE,120,0.8,1470,179.1650141924648,0.22678420202160576,57,-0.012413324730454948,0.631578947368421,,28.5,5,True,-4.738903681527456,-0.08193219566398335,16,0.3125,8.0,False,0.32461518051382665,-0.04120080536137154,61.12000809135238,5,97.60024484343603,25.166666666666668,0.5761589403973509,5,-0.0862413628551583,-1.0649528794442242,2,118.37462401937077,78,0.5897435897435898,39.0,True,30.027527605954077,151,-0.0862413628551583,True
51,97.60024484343603,TrialState.COMPLETE,120,0.8,1470,179.1650141924648,0.22678420202160576,57,-0.012413324730454948,0.631578947368421,,28.5,5,True,-4.738903681527456,-0.08193219566398335,16,0.3125,8.0,False,0.32461518051382665,-0.04120080536137154,61.12000809135238,5,97.60024484343603,25.166666666666668,0.5761589403973509,5,-0.0862413628551583,-1.0649528794442242,2,118.37462401937077,78,0.5897435897435898,39.0,True,30.027527605954077,151,-0.0862413628551583,True
52,97.60024484343603,TrialState.COMPLETE,120,0.8,1470,179.1650141924648,0.22678420202160576,57,-0.012413324730454948,0.631578947368421,,28.5,5,True,-4.738903681527456,-0.08193219566398335,16,0.3125,8.0,False,0.32461518051382665,-0.04120080536137154,61.12000809135238,5,97.60024484343603,25.166666666666668,0.5761589403973509,5,-0.0862413628551583,-1.0649528794442242,2,118.37462401937077,78,0.5897435897435898,39.0,True,30.027527605954077,151,-0.0862413628551583,True
53,97.60024484343603,TrialState.COMPLETE,120,0.8,1470,179.1650141924648,0.22678420202160576,57,-0.012413324730454948,0.631578947368421,,28.5,5,True,-4.738903681527456,-0.08193219566398335,16,0.3125,8.0,False,0.32461518051382665,-0.04120080536137154,61.12000809135238,5,97.60024484343603,25.166666666666668,0.5761589403973509,5,-0.0862413628551583,-1.0649528794442242,2,118.37462401937077,78,0.5897435897435898,39.0,True,30.027527605954077,151,-0.0862413628551583,True
54,80.29569475090854,TrialState.COMPLETE,240,0.8,1470,142.2446599156207,0.19437682246252797,51,-0.012413324730454948,0.6078431372549019,,25.5,5,True,-4.738903681527456,-0.08193219566398335,16,0.3125,8.0,False,0.30147023103490045,-0.04120080536137154,58.70118968296375,5,80.29569475090854,24.0,0.5625,5,-0.0862413628551583,-1.4299419672396045,2,103.3813280186324,77,0.5844155844155844,38.5,True,28.635623857862072,144,-0.0862413628551583,True
